@timestamp,log
2026-05-29T13:00:41.989226Z,"{""request_id"":""29b1af65-aa0b-409b-8a2b-98152c3e304b"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.989245Z,"{""request_id"":""29b1af65-aa0b-409b-8a2b-98152c3e304b"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.989267Z,"{""request_id"":""29b1af65-aa0b-409b-8a2b-98152c3e304b"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.989288Z,"{""request_id"":""29b1af65-aa0b-409b-8a2b-98152c3e304b"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.989323Z,"{""request_id"":""29b1af65-aa0b-409b-8a2b-98152c3e304b"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.989362Z,"{""request_id"":""d598dc3d-02a7-4ce0-849d-c96fd71dea4f"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.989386Z,"{""request_id"":""d598dc3d-02a7-4ce0-849d-c96fd71dea4f"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.989407Z,"{""request_id"":""d598dc3d-02a7-4ce0-849d-c96fd71dea4f"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.989431Z,"{""request_id"":""d598dc3d-02a7-4ce0-849d-c96fd71dea4f"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.989452Z,"{""request_id"":""d598dc3d-02a7-4ce0-849d-c96fd71dea4f"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.989471Z,"{""request_id"":""d598dc3d-02a7-4ce0-849d-c96fd71dea4f"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.989489Z,"{""request_id"":""d598dc3d-02a7-4ce0-849d-c96fd71dea4f"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.989508Z,"{""request_id"":""d598dc3d-02a7-4ce0-849d-c96fd71dea4f"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.989536Z,"{""request_id"":""a63d4cb2-aa40-4098-8cb7-47737647eff7"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.989556Z,"{""request_id"":""a63d4cb2-aa40-4098-8cb7-47737647eff7"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.989576Z,"{""request_id"":""a63d4cb2-aa40-4098-8cb7-47737647eff7"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.989595Z,"{""request_id"":""a63d4cb2-aa40-4098-8cb7-47737647eff7"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.989615Z,"{""request_id"":""a63d4cb2-aa40-4098-8cb7-47737647eff7"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.989636Z,"{""request_id"":""a63d4cb2-aa40-4098-8cb7-47737647eff7"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.989659Z,"{""request_id"":""a63d4cb2-aa40-4098-8cb7-47737647eff7"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.989679Z,"{""request_id"":""a63d4cb2-aa40-4098-8cb7-47737647eff7"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.989702Z,"{""request_id"":""ef935c8f-881a-4c9a-ba8a-7d6d25ba00d0"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.989721Z,"{""request_id"":""ef935c8f-881a-4c9a-ba8a-7d6d25ba00d0"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.989740Z,"{""request_id"":""ef935c8f-881a-4c9a-ba8a-7d6d25ba00d0"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.989760Z,"{""request_id"":""ef935c8f-881a-4c9a-ba8a-7d6d25ba00d0"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.989780Z,"{""request_id"":""ef935c8f-881a-4c9a-ba8a-7d6d25ba00d0"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.989801Z,"{""request_id"":""ef935c8f-881a-4c9a-ba8a-7d6d25ba00d0"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.989822Z,"{""request_id"":""ef935c8f-881a-4c9a-ba8a-7d6d25ba00d0"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.989840Z,"{""request_id"":""ef935c8f-881a-4c9a-ba8a-7d6d25ba00d0"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.989882Z,"{""request_id"":""32304db2-87ce-477c-9c4d-34102d4c1bcb"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.989903Z,"{""request_id"":""32304db2-87ce-477c-9c4d-34102d4c1bcb"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.989923Z,"{""request_id"":""32304db2-87ce-477c-9c4d-34102d4c1bcb"",""service_name"":""auth-service"",""level"":""ERROR"",""full_message"":""JWT validation failed""}"
2026-05-29T13:00:41.989943Z,"{""request_id"":""32304db2-87ce-477c-9c4d-34102d4c1bcb"",""service_name"":""gateway-service"",""level"":""ERROR"",""full_message"":""Request failed""}"
2026-05-29T13:00:41.989970Z,"{""request_id"":""c9a522ef-d833-4a16-a6da-07f09d790321"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.989990Z,"{""request_id"":""c9a522ef-d833-4a16-a6da-07f09d790321"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.990011Z,"{""request_id"":""c9a522ef-d833-4a16-a6da-07f09d790321"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.990032Z,"{""request_id"":""c9a522ef-d833-4a16-a6da-07f09d790321"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.990051Z,"{""request_id"":""c9a522ef-d833-4a16-a6da-07f09d790321"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.990069Z,"{""request_id"":""c9a522ef-d833-4a16-a6da-07f09d790321"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.990087Z,"{""request_id"":""c9a522ef-d833-4a16-a6da-07f09d790321"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.990123Z,"{""request_id"":""c9a522ef-d833-4a16-a6da-07f09d790321"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.990167Z,"{""request_id"":""6e39dfc0-375e-4bd2-8ab2-c35eaa194f5a"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.990221Z,"{""request_id"":""6e39dfc0-375e-4bd2-8ab2-c35eaa194f5a"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.990245Z,"{""request_id"":""6e39dfc0-375e-4bd2-8ab2-c35eaa194f5a"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.990265Z,"{""request_id"":""6e39dfc0-375e-4bd2-8ab2-c35eaa194f5a"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.990286Z,"{""request_id"":""6e39dfc0-375e-4bd2-8ab2-c35eaa194f5a"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.990308Z,"{""request_id"":""6e39dfc0-375e-4bd2-8ab2-c35eaa194f5a"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.990329Z,"{""request_id"":""6e39dfc0-375e-4bd2-8ab2-c35eaa194f5a"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.990348Z,"{""request_id"":""6e39dfc0-375e-4bd2-8ab2-c35eaa194f5a"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.990376Z,"{""request_id"":""92f444fb-1d94-4153-abcf-035c3ceddb5b"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.990396Z,"{""request_id"":""92f444fb-1d94-4153-abcf-035c3ceddb5b"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.990415Z,"{""request_id"":""92f444fb-1d94-4153-abcf-035c3ceddb5b"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.990436Z,"{""request_id"":""92f444fb-1d94-4153-abcf-035c3ceddb5b"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.990453Z,"{""request_id"":""92f444fb-1d94-4153-abcf-035c3ceddb5b"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.990472Z,"{""request_id"":""92f444fb-1d94-4153-abcf-035c3ceddb5b"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.990491Z,"{""request_id"":""92f444fb-1d94-4153-abcf-035c3ceddb5b"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.990509Z,"{""request_id"":""92f444fb-1d94-4153-abcf-035c3ceddb5b"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.990530Z,"{""request_id"":""00cb36a0-ad20-4351-b04e-04baca9cceaf"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.990549Z,"{""request_id"":""00cb36a0-ad20-4351-b04e-04baca9cceaf"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.990570Z,"{""request_id"":""00cb36a0-ad20-4351-b04e-04baca9cceaf"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.990588Z,"{""request_id"":""00cb36a0-ad20-4351-b04e-04baca9cceaf"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.990606Z,"{""request_id"":""00cb36a0-ad20-4351-b04e-04baca9cceaf"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.990625Z,"{""request_id"":""00cb36a0-ad20-4351-b04e-04baca9cceaf"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.990644Z,"{""request_id"":""00cb36a0-ad20-4351-b04e-04baca9cceaf"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.990663Z,"{""request_id"":""00cb36a0-ad20-4351-b04e-04baca9cceaf"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.990702Z,"{""request_id"":""2029d915-b764-40b6-8b58-446211a0f7f4"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.990721Z,"{""request_id"":""2029d915-b764-40b6-8b58-446211a0f7f4"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.990739Z,"{""request_id"":""2029d915-b764-40b6-8b58-446211a0f7f4"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.990757Z,"{""request_id"":""2029d915-b764-40b6-8b58-446211a0f7f4"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.990778Z,"{""request_id"":""2029d915-b764-40b6-8b58-446211a0f7f4"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.990798Z,"{""request_id"":""2029d915-b764-40b6-8b58-446211a0f7f4"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.990818Z,"{""request_id"":""2029d915-b764-40b6-8b58-446211a0f7f4"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.990837Z,"{""request_id"":""2029d915-b764-40b6-8b58-446211a0f7f4"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.990867Z,"{""request_id"":""4a09462c-bd28-452c-aa93-6be296aa3729"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.990887Z,"{""request_id"":""4a09462c-bd28-452c-aa93-6be296aa3729"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.990907Z,"{""request_id"":""4a09462c-bd28-452c-aa93-6be296aa3729"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.990929Z,"{""request_id"":""4a09462c-bd28-452c-aa93-6be296aa3729"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.990948Z,"{""request_id"":""4a09462c-bd28-452c-aa93-6be296aa3729"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.990966Z,"{""request_id"":""4a09462c-bd28-452c-aa93-6be296aa3729"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.990985Z,"{""request_id"":""4a09462c-bd28-452c-aa93-6be296aa3729"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.991003Z,"{""request_id"":""4a09462c-bd28-452c-aa93-6be296aa3729"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.991026Z,"{""request_id"":""c29a5b25-60c7-4854-a55d-156c32a8aeb7"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.991046Z,"{""request_id"":""c29a5b25-60c7-4854-a55d-156c32a8aeb7"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.991066Z,"{""request_id"":""c29a5b25-60c7-4854-a55d-156c32a8aeb7"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.991090Z,"{""request_id"":""c29a5b25-60c7-4854-a55d-156c32a8aeb7"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.991108Z,"{""request_id"":""c29a5b25-60c7-4854-a55d-156c32a8aeb7"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.991125Z,"{""request_id"":""c29a5b25-60c7-4854-a55d-156c32a8aeb7"",""service_name"":""database-service"",""level"":""ERROR"",""full_message"":""Database connection timeout""}"
2026-05-29T13:00:41.991145Z,"{""request_id"":""c29a5b25-60c7-4854-a55d-156c32a8aeb7"",""service_name"":""billing-service"",""level"":""ERROR"",""full_message"":""Payment transaction failed""}"
2026-05-29T13:00:41.991165Z,"{""request_id"":""c29a5b25-60c7-4854-a55d-156c32a8aeb7"",""service_name"":""gateway-service"",""level"":""ERROR"",""full_message"":""Request failed""}"
2026-05-29T13:00:41.991199Z,"{""request_id"":""d86409df-21cf-4c28-b093-8df27544e29d"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.991218Z,"{""request_id"":""d86409df-21cf-4c28-b093-8df27544e29d"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.991237Z,"{""request_id"":""d86409df-21cf-4c28-b093-8df27544e29d"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.991256Z,"{""request_id"":""d86409df-21cf-4c28-b093-8df27544e29d"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.991276Z,"{""request_id"":""d86409df-21cf-4c28-b093-8df27544e29d"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.991296Z,"{""request_id"":""d86409df-21cf-4c28-b093-8df27544e29d"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.991314Z,"{""request_id"":""d86409df-21cf-4c28-b093-8df27544e29d"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.991332Z,"{""request_id"":""d86409df-21cf-4c28-b093-8df27544e29d"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.991351Z,"{""request_id"":""d6ef4e8d-661a-4991-b191-0776dbe0de7c"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.991370Z,"{""request_id"":""d6ef4e8d-661a-4991-b191-0776dbe0de7c"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.991393Z,"{""request_id"":""d6ef4e8d-661a-4991-b191-0776dbe0de7c"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.991414Z,"{""request_id"":""d6ef4e8d-661a-4991-b191-0776dbe0de7c"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.991431Z,"{""request_id"":""d6ef4e8d-661a-4991-b191-0776dbe0de7c"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.991449Z,"{""request_id"":""d6ef4e8d-661a-4991-b191-0776dbe0de7c"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.991467Z,"{""request_id"":""d6ef4e8d-661a-4991-b191-0776dbe0de7c"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.991486Z,"{""request_id"":""d6ef4e8d-661a-4991-b191-0776dbe0de7c"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.991509Z,"{""request_id"":""5d1ffa36-4e65-42ef-b084-640450ff710b"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.991530Z,"{""request_id"":""5d1ffa36-4e65-42ef-b084-640450ff710b"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.991548Z,"{""request_id"":""5d1ffa36-4e65-42ef-b084-640450ff710b"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.991567Z,"{""request_id"":""5d1ffa36-4e65-42ef-b084-640450ff710b"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.991585Z,"{""request_id"":""5d1ffa36-4e65-42ef-b084-640450ff710b"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.991604Z,"{""request_id"":""5d1ffa36-4e65-42ef-b084-640450ff710b"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.991623Z,"{""request_id"":""5d1ffa36-4e65-42ef-b084-640450ff710b"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.991641Z,"{""request_id"":""5d1ffa36-4e65-42ef-b084-640450ff710b"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.991666Z,"{""request_id"":""fa7dbba0-c038-44bf-b6b7-b7c9998b397c"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.991685Z,"{""request_id"":""fa7dbba0-c038-44bf-b6b7-b7c9998b397c"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.991702Z,"{""request_id"":""fa7dbba0-c038-44bf-b6b7-b7c9998b397c"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.991720Z,"{""request_id"":""fa7dbba0-c038-44bf-b6b7-b7c9998b397c"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.991737Z,"{""request_id"":""fa7dbba0-c038-44bf-b6b7-b7c9998b397c"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.991758Z,"{""request_id"":""fa7dbba0-c038-44bf-b6b7-b7c9998b397c"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.991777Z,"{""request_id"":""fa7dbba0-c038-44bf-b6b7-b7c9998b397c"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.991801Z,"{""request_id"":""fa7dbba0-c038-44bf-b6b7-b7c9998b397c"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.991850Z,"{""request_id"":""1568e118-0e6a-4817-9a71-0fb378e7e820"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.991868Z,"{""request_id"":""1568e118-0e6a-4817-9a71-0fb378e7e820"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.991887Z,"{""request_id"":""1568e118-0e6a-4817-9a71-0fb378e7e820"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.991905Z,"{""request_id"":""1568e118-0e6a-4817-9a71-0fb378e7e820"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.991924Z,"{""request_id"":""1568e118-0e6a-4817-9a71-0fb378e7e820"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.991943Z,"{""request_id"":""1568e118-0e6a-4817-9a71-0fb378e7e820"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.991961Z,"{""request_id"":""1568e118-0e6a-4817-9a71-0fb378e7e820"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.991979Z,"{""request_id"":""1568e118-0e6a-4817-9a71-0fb378e7e820"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.992Z,"{""request_id"":""43962065-778d-4006-9e74-7a09ac033a7c"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.992017Z,"{""request_id"":""43962065-778d-4006-9e74-7a09ac033a7c"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.992034Z,"{""request_id"":""43962065-778d-4006-9e74-7a09ac033a7c"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.992054Z,"{""request_id"":""43962065-778d-4006-9e74-7a09ac033a7c"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.992073Z,"{""request_id"":""43962065-778d-4006-9e74-7a09ac033a7c"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.992093Z,"{""request_id"":""43962065-778d-4006-9e74-7a09ac033a7c"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.992112Z,"{""request_id"":""43962065-778d-4006-9e74-7a09ac033a7c"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.992130Z,"{""request_id"":""43962065-778d-4006-9e74-7a09ac033a7c"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.992149Z,"{""request_id"":""2a9fbd43-af9a-4710-845d-720e4d6f5881"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.992171Z,"{""request_id"":""2a9fbd43-af9a-4710-845d-720e4d6f5881"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.992190Z,"{""request_id"":""2a9fbd43-af9a-4710-845d-720e4d6f5881"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.992208Z,"{""request_id"":""2a9fbd43-af9a-4710-845d-720e4d6f5881"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.992228Z,"{""request_id"":""2a9fbd43-af9a-4710-845d-720e4d6f5881"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.992247Z,"{""request_id"":""2a9fbd43-af9a-4710-845d-720e4d6f5881"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.992268Z,"{""request_id"":""2a9fbd43-af9a-4710-845d-720e4d6f5881"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.992289Z,"{""request_id"":""2a9fbd43-af9a-4710-845d-720e4d6f5881"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.992320Z,"{""request_id"":""5004a80c-f3ee-40b7-b3f4-212cde7bb3f9"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.992339Z,"{""request_id"":""5004a80c-f3ee-40b7-b3f4-212cde7bb3f9"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.992358Z,"{""request_id"":""5004a80c-f3ee-40b7-b3f4-212cde7bb3f9"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.992376Z,"{""request_id"":""5004a80c-f3ee-40b7-b3f4-212cde7bb3f9"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
